attendance_id,employee_id,attendance_date,check_in_time,check_out_time,updated_by,updated_at
1943,32867,27-05-2025,09:10:00,17:20:00,admin2,27-05-2025 19:00
1944,32473,28-02-2025,08:30:00,16:30:00,hr_user,28-02-2025 19:00
1945,33105,31-01-2025,10:20:00,18:30:00,admin1,31-01-2025 19:00
1946,32784,12-04-2025,09:05:00,17:20:00,hr_user,12-04-2025 19:00
1947,30927,21-03-2025,09:05:00,17:20:00,admin2,21-03-2025 17:00
1948,31155,24-02-2025,08:00:00,16:15:00,admin3,24-02-2025 17:00
1949,33539,10-06-2025,10:30:00,18:30:00,admin2,10-06-2025 18:00
1950,31273,21-04-2025,08:20:00,16:25:00,admin3,21-04-2025 19:00
1951,32676,08-01-2025,09:10:00,17:10:00,admin3,08-01-2025 19:00
1952,30185,27-04-2025,,,admin1,27-04-2025 17:00
1953,30272,03-05-2025,09:15:00,17:30:00,hr_user,03-05-2025 17:00
1954,32695,24-03-2025,09:00:00,17:00:00,hr_user,24-03-2025 18:00
1955,32301,06-04-2025,08:10:00,16:10:00,hr_user,06-04-2025 18:00
1956,33039,26-02-2025,09:20:00,17:20:00,hr_user,26-02-2025 17:00
1957,33308,03-01-2025,10:15:00,18:15:00,admin1,03-01-2025 17:00
1958,31076,03-05-2025,09:15:00,17:25:00,hr_user,03-05-2025 17:00
1959,30121,29-01-2025,08:10:00,16:15:00,admin2,29-01-2025 18:00
1960,33215,23-05-2025,10:15:00,18:20:00,admin3,23-05-2025 18:00
1961,33774,01-06-2025,,,admin2,01-06-2025 18:00
1962,30412,24-06-2025,10:20:00,18:25:00,admin1,24-06-2025 17:00
1963,33740,30-01-2025,10:00:00,18:05:00,admin3,30-01-2025 17:00
1964,33788,16-03-2025,08:20:00,16:20:00,hr_user,16-03-2025 19:00
1965,33462,04-03-2025,08:30:00,16:40:00,admin1,04-03-2025 18:00
1966,30400,19-05-2025,09:15:00,17:30:00,admin2,19-05-2025 17:00
1967,32696,25-04-2025,09:30:00,17:30:00,admin1,25-04-2025 17:00
1968,30094,11-03-2025,10:20:00,18:20:00,admin1,11-03-2025 18:00
1969,31181,26-01-2025,08:10:00,16:25:00,hr_user,26-01-2025 17:00
1970,30803,12-01-2025,10:15:00,18:20:00,admin2,12-01-2025 17:00
1971,32659,23-01-2025,08:05:00,16:10:00,admin2,23-01-2025 18:00
1972,33308,28-02-2025,08:15:00,16:30:00,admin1,28-02-2025 17:00
1973,32787,07-04-2025,,,admin1,07-04-2025 18:00
1974,33016,28-01-2025,10:20:00,18:35:00,hr_user,28-01-2025 18:00
1975,33568,15-04-2025,09:20:00,17:25:00,admin3,15-04-2025 19:00
1976,30751,06-02-2025,09:20:00,17:30:00,hr_user,06-02-2025 18:00
1977,33797,23-03-2025,10:20:00,18:35:00,hr_user,23-03-2025 17:00
1978,33559,03-06-2025,08:30:00,16:35:00,admin1,03-06-2025 17:00
1979,30311,23-01-2025,,,admin1,23-01-2025 18:00
1980,31714,16-04-2025,08:20:00,16:35:00,hr_user,16-04-2025 19:00
1981,30401,01-02-2025,09:00:00,17:00:00,admin1,01-02-2025 18:00
1982,30835,25-03-2025,10:10:00,18:15:00,hr_user,25-03-2025 17:00
1983,30828,17-06-2025,09:15:00,17:20:00,admin1,17-06-2025 18:00
1984,31017,27-04-2025,09:15:00,17:30:00,admin1,27-04-2025 18:00
1985,30237,21-05-2025,08:20:00,16:20:00,hr_user,21-05-2025 19:00
1986,33405,05-01-2025,09:10:00,17:10:00,admin2,05-01-2025 17:00
1987,33755,31-05-2025,09:30:00,17:45:00,hr_user,31-05-2025 19:00
1988,32014,09-03-2025,10:15:00,18:25:00,admin1,09-03-2025 18:00
1989,30454,02-04-2025,09:05:00,17:15:00,admin2,02-04-2025 19:00
1990,31850,29-04-2025,,,admin2,29-04-2025 18:00
1991,31880,09-05-2025,09:30:00,17:40:00,admin1,09-05-2025 18:00
1992,31043,06-01-2025,10:05:00,18:15:00,hr_user,06-01-2025 19:00
1993,32974,25-02-2025,08:30:00,16:40:00,hr_user,25-02-2025 18:00
1994,33691,08-03-2025,10:20:00,18:30:00,admin2,08-03-2025 19:00
1995,33790,11-01-2025,,,hr_user,11-01-2025 18:00
1996,33154,24-04-2025,08:15:00,16:15:00,admin1,24-04-2025 19:00
1997,33971,02-03-2025,10:00:00,18:00:00,hr_user,02-03-2025 17:00
1998,30662,12-04-2025,08:15:00,16:20:00,admin2,12-04-2025 18:00
1999,33209,20-03-2025,00:00:00,00:00:00,hr_user,20-03-2025 17:00
2000,33361,08-02-2025,,,hr_user,08-02-2025 17:00
2001,31776,14-01-2025,08:30:00,16:45:00,admin3,14-01-2025 19:00
2002,32542,04-02-2025,10:10:00,18:25:00,hr_user,04-02-2025 18:00
2003,33279,31-01-2025,08:00:00,16:10:00,hr_user,31-01-2025 19:00
2004,31565,22-02-2025,10:20:00,18:20:00,admin3,22-02-2025 17:00
2005,33271,10-01-2025,10:00:00,18:05:00,hr_user,10-01-2025 19:00
2006,32270,23-03-2025,10:10:00,18:15:00,admin1,23-03-2025 17:00
2007,33887,21-01-2025,10:30:00,18:35:00,admin1,21-01-2025 18:00
2008,30553,04-02-2025,09:20:00,17:20:00,admin1,04-02-2025 19:00
2009,31935,26-04-2025,08:05:00,16:10:00,hr_user,26-04-2025 17:00
2010,33111,28-01-2025,00:00:00,00:00:00,hr_user,28-01-2025 19:00
2011,30203,01-06-2025,10:20:00,18:20:00,admin3,01-06-2025 19:00
2012,32320,09-04-2025,10:20:00,18:25:00,hr_user,09-04-2025 19:00
2013,32364,15-04-2025,09:20:00,17:30:00,admin1,15-04-2025 17:00
2014,30218,10-06-2025,09:10:00,17:20:00,admin3,10-06-2025 19:00
2015,30053,05-03-2025,10:30:00,18:35:00,admin1,05-03-2025 19:00
2016,33854,07-03-2025,08:00:00,16:15:00,admin3,07-03-2025 19:00
2017,33589,16-05-2025,09:10:00,17:15:00,hr_user,16-05-2025 17:00
2018,33080,08-05-2025,10:00:00,18:10:00,admin3,08-05-2025 19:00
2019,31418,23-06-2025,08:30:00,16:30:00,admin1,23-06-2025 18:00
2020,33744,09-06-2025,08:15:00,16:15:00,admin2,09-06-2025 17:00
2021,33292,14-02-2025,09:00:00,17:10:00,admin1,14-02-2025 19:00
2022,32740,13-06-2025,10:15:00,18:30:00,admin3,13-06-2025 18:00
2023,32996,21-03-2025,08:30:00,16:35:00,hr_user,21-03-2025 17:00
2024,30562,11-03-2025,10:15:00,18:30:00,admin3,11-03-2025 18:00
2025,32394,22-04-2025,10:20:00,18:25:00,hr_user,22-04-2025 19:00
2026,33438,21-03-2025,00:00:00,00:00:00,admin2,21-03-2025 18:00
2027,33085,29-04-2025,08:20:00,16:35:00,admin2,29-04-2025 17:00
2028,32432,15-05-2025,09:20:00,17:20:00,admin1,15-05-2025 19:00
2029,30333,13-01-2025,08:00:00,16:05:00,hr_user,13-01-2025 19:00
2030,30124,12-03-2025,08:20:00,16:20:00,admin1,12-03-2025 19:00
2031,33602,17-05-2025,08:20:00,16:35:00,admin2,17-05-2025 17:00
2032,33219,24-04-2025,08:00:00,16:05:00,admin3,24-04-2025 19:00
2033,30685,10-01-2025,09:20:00,17:30:00,hr_user,10-01-2025 17:00
2034,30018,02-04-2025,08:05:00,16:20:00,admin3,02-04-2025 19:00
2035,32640,19-05-2025,,,admin2,19-05-2025 17:00
2036,30299,26-02-2025,10:15:00,18:30:00,hr_user,26-02-2025 17:00
2037,33615,23-03-2025,10:00:00,18:10:00,admin1,23-03-2025 17:00
2038,33631,17-05-2025,09:20:00,17:35:00,admin2,17-05-2025 18:00
2039,32795,31-03-2025,10:30:00,18:30:00,admin1,31-03-2025 17:00
2040,33620,17-06-2025,09:00:00,17:10:00,hr_user,17-06-2025 19:00
2041,33909,11-05-2025,08:00:00,16:10:00,admin1,11-05-2025 17:00
2042,32669,19-05-2025,08:30:00,16:30:00,admin2,19-05-2025 18:00
2043,32681,17-02-2025,10:00:00,18:00:00,hr_user,17-02-2025 19:00
2044,32694,29-12-2024,08:30:00,16:40:00,admin3,29-12-2024 19:00
2045,31196,09-03-2025,08:10:00,16:25:00,admin2,09-03-2025 18:00
2046,33954,16-01-2025,09:30:00,17:45:00,hr_user,16-01-2025 18:00
2047,32443,12-06-2025,09:20:00,17:25:00,admin3,12-06-2025 17:00
2048,33592,29-04-2025,08:20:00,16:35:00,admin3,29-04-2025 18:00
2049,31152,15-03-2025,10:10:00,18:10:00,admin1,15-03-2025 17:00
2050,33325,17-04-2025,,,admin3,17-04-2025 19:00
2051,32590,07-04-2025,08:00:00,16:05:00,admin2,07-04-2025 17:00
2052,32874,19-01-2025,10:20:00,18:35:00,admin1,19-01-2025 17:00
2053,30498,22-05-2025,10:20:00,18:30:00,admin1,22-05-2025 19:00
2054,32734,23-01-2025,08:00:00,16:00:00,admin2,23-01-2025 17:00
2055,32199,23-05-2025,08:30:00,16:45:00,admin2,23-05-2025 19:00
2056,30300,12-06-2025,09:10:00,17:10:00,hr_user,12-06-2025 17:00
2057,31682,12-05-2025,09:05:00,17:05:00,admin1,12-05-2025 18:00
2058,31942,09-06-2025,10:30:00,18:30:00,admin3,09-06-2025 17:00
2059,31310,31-01-2025,10:30:00,18:40:00,admin3,31-01-2025 18:00
2060,33986,11-06-2025,09:15:00,17:20:00,admin3,11-06-2025 18:00
2061,33747,25-05-2025,09:00:00,17:00:00,admin3,25-05-2025 18:00
2062,33697,20-01-2025,09:10:00,17:25:00,admin3,20-01-2025 17:00
2063,30273,08-06-2025,09:10:00,17:10:00,hr_user,08-06-2025 19:00
2064,31822,16-01-2025,08:30:00,16:30:00,admin1,16-01-2025 19:00
2065,32788,11-06-2025,10:15:00,18:25:00,admin3,11-06-2025 19:00
2066,31696,11-04-2025,10:20:00,18:30:00,admin2,11-04-2025 17:00
2067,33473,30-12-2024,08:20:00,16:20:00,admin2,30-12-2024 17:00
2068,31989,21-06-2025,09:10:00,17:25:00,hr_user,21-06-2025 19:00
2069,30124,06-05-2025,08:20:00,16:25:00,hr_user,06-05-2025 18:00
2070,33380,05-01-2025,10:10:00,18:15:00,admin3,05-01-2025 17:00
2071,33702,02-06-2025,08:20:00,16:25:00,hr_user,02-06-2025 19:00
2072,31456,14-05-2025,09:05:00,17:05:00,admin2,14-05-2025 17:00
2073,30603,15-02-2025,08:30:00,16:45:00,admin3,15-02-2025 17:00
2074,32898,02-04-2025,08:10:00,16:25:00,admin1,02-04-2025 17:00
2075,31080,24-03-2025,09:15:00,17:30:00,admin2,24-03-2025 17:00
2076,31852,19-01-2025,08:00:00,16:10:00,admin1,19-01-2025 18:00
2077,33512,09-05-2025,10:05:00,18:05:00,hr_user,09-05-2025 18:00
2078,31127,02-01-2025,10:05:00,18:20:00,admin3,02-01-2025 19:00
2079,33114,10-04-2025,09:30:00,17:45:00,admin2,10-04-2025 19:00
2080,32200,27-02-2025,09:10:00,17:10:00,admin3,27-02-2025 18:00
2081,30632,01-04-2025,08:30:00,16:35:00,hr_user,01-04-2025 17:00
2082,32447,11-03-2025,10:05:00,18:20:00,admin2,11-03-2025 17:00
2083,33988,08-05-2025,,,admin3,08-05-2025 19:00
2084,32901,13-01-2025,09:10:00,17:15:00,admin2,13-01-2025 17:00
2085,32416,15-05-2025,10:10:00,18:25:00,hr_user,15-05-2025 17:00
2086,31009,02-01-2025,09:15:00,17:15:00,hr_user,02-01-2025 17:00
2087,30684,02-05-2025,08:30:00,16:40:00,admin3,02-05-2025 18:00
2088,30964,27-01-2025,09:30:00,17:30:00,admin1,27-01-2025 19:00
2089,31279,01-04-2025,10:05:00,18:05:00,admin3,01-04-2025 17:00
2090,30202,16-06-2025,10:20:00,18:30:00,admin3,16-06-2025 17:00
2091,33836,18-06-2025,08:05:00,16:10:00,admin3,18-06-2025 18:00
2092,31156,27-03-2025,09:10:00,17:20:00,hr_user,27-03-2025 17:00
2093,32589,04-04-2025,08:15:00,16:20:00,hr_user,04-04-2025 18:00
2094,33273,16-02-2025,10:00:00,18:15:00,hr_user,16-02-2025 18:00
2095,31045,22-04-2025,09:00:00,17:00:00,admin2,22-04-2025 17:00
2096,33985,07-03-2025,09:05:00,17:10:00,admin3,07-03-2025 18:00
2097,30752,25-06-2025,09:00:00,17:15:00,admin1,25-06-2025 17:00
2098,30784,23-01-2025,09:10:00,17:15:00,admin3,23-01-2025 17:00
2099,33335,10-02-2025,00:00:00,00:00:00,admin1,10-02-2025 19:00
2100,33369,05-05-2025,09:20:00,17:20:00,admin2,05-05-2025 19:00
2101,31936,31-03-2025,00:00:00,00:00:00,admin1,31-03-2025 17:00
2102,30312,03-02-2025,09:05:00,17:10:00,admin2,03-02-2025 19:00
2103,33494,15-04-2025,10:10:00,18:20:00,admin3,15-04-2025 17:00
2104,31778,22-02-2025,10:00:00,18:00:00,admin2,22-02-2025 19:00
2105,33333,06-06-2025,09:10:00,17:15:00,hr_user,06-06-2025 18:00
2106,30541,07-01-2025,08:30:00,16:45:00,admin1,07-01-2025 18:00
2107,32336,28-02-2025,09:05:00,17:15:00,admin3,28-02-2025 18:00
2108,30992,02-03-2025,10:05:00,18:15:00,hr_user,02-03-2025 19:00
2109,30108,03-04-2025,10:20:00,18:25:00,hr_user,03-04-2025 19:00
2110,33462,24-06-2025,09:20:00,17:20:00,admin1,24-06-2025 17:00
2111,33947,16-03-2025,08:00:00,16:00:00,hr_user,16-03-2025 18:00
2112,30086,06-06-2025,09:05:00,17:10:00,admin1,06-06-2025 18:00
2113,32484,13-02-2025,08:30:00,16:35:00,admin3,13-02-2025 19:00
2114,30264,13-02-2025,08:10:00,16:20:00,admin2,13-02-2025 18:00
2115,32072,24-01-2025,10:30:00,18:40:00,admin3,24-01-2025 17:00
2116,32837,05-02-2025,09:15:00,17:15:00,hr_user,05-02-2025 18:00
2117,32951,23-06-2025,10:00:00,18:10:00,admin2,23-06-2025 19:00
2118,30902,02-06-2025,09:20:00,17:25:00,admin3,02-06-2025 19:00
2119,31142,05-05-2025,09:10:00,17:15:00,hr_user,05-05-2025 19:00
2120,32151,03-03-2025,10:05:00,18:10:00,admin2,03-03-2025 17:00
2121,31946,29-01-2025,09:05:00,17:20:00,admin1,29-01-2025 18:00
2122,32924,10-03-2025,10:30:00,18:35:00,admin1,10-03-2025 17:00
2123,33530,07-03-2025,09:30:00,17:45:00,admin2,07-03-2025 18:00
2124,33365,12-04-2025,,,hr_user,12-04-2025 17:00
2125,33639,11-03-2025,08:15:00,16:25:00,admin1,11-03-2025 18:00
2126,33254,18-05-2025,10:10:00,18:20:00,hr_user,18-05-2025 19:00
2127,30072,27-03-2025,10:10:00,18:15:00,admin2,27-03-2025 18:00
2128,33429,25-01-2025,10:00:00,18:15:00,admin1,25-01-2025 17:00
2129,33364,12-02-2025,09:30:00,17:45:00,hr_user,12-02-2025 17:00
2130,32524,21-01-2025,08:15:00,16:20:00,admin3,21-01-2025 17:00
2131,31737,13-01-2025,08:00:00,16:15:00,admin2,13-01-2025 17:00
2132,30687,19-02-2025,08:20:00,16:20:00,admin2,19-02-2025 19:00
2133,30884,26-02-2025,08:30:00,16:40:00,hr_user,26-02-2025 18:00
2134,33619,17-03-2025,09:30:00,17:40:00,admin2,17-03-2025 17:00
2135,31788,22-02-2025,09:20:00,17:20:00,admin1,22-02-2025 17:00
2136,30861,30-05-2025,08:30:00,16:30:00,admin2,30-05-2025 18:00
2137,33391,12-06-2025,10:15:00,18:25:00,admin1,12-06-2025 19:00
2138,30539,09-03-2025,08:00:00,16:00:00,admin1,09-03-2025 19:00
2139,33674,11-02-2025,09:15:00,17:15:00,admin3,11-02-2025 17:00
2140,33083,20-02-2025,09:10:00,17:10:00,admin3,20-02-2025 19:00
2141,30969,04-01-2025,10:10:00,18:25:00,admin3,04-01-2025 19:00
2142,33223,14-03-2025,08:15:00,16:20:00,hr_user,14-03-2025 18:00
2143,30522,21-02-2025,08:15:00,16:20:00,admin2,21-02-2025 17:00
2144,32335,10-03-2025,08:15:00,16:20:00,hr_user,10-03-2025 17:00
2145,32542,14-01-2025,09:30:00,17:35:00,admin3,14-01-2025 19:00
2146,33527,13-04-2025,08:00:00,16:05:00,hr_user,13-04-2025 18:00
2147,32837,22-04-2025,,,admin3,22-04-2025 17:00
2148,30105,08-06-2025,10:30:00,18:35:00,admin1,08-06-2025 19:00
2149,33322,28-01-2025,09:20:00,17:25:00,admin1,28-01-2025 17:00
2150,30898,12-05-2025,09:15:00,17:30:00,admin3,12-05-2025 19:00
2151,33119,18-04-2025,09:05:00,17:15:00,admin1,18-04-2025 18:00
2152,33473,22-04-2025,10:05:00,18:15:00,admin2,22-04-2025 17:00
2153,32512,04-05-2025,,,hr_user,04-05-2025 17:00
2154,31969,29-03-2025,00:00:00,00:00:00,admin2,29-03-2025 17:00
2155,31273,07-06-2025,08:05:00,16:10:00,hr_user,07-06-2025 18:00
2156,32072,01-03-2025,09:00:00,17:10:00,hr_user,01-03-2025 17:00
2157,31626,11-02-2025,08:30:00,16:30:00,admin1,11-02-2025 19:00
2158,31522,18-02-2025,08:20:00,16:25:00,admin3,18-02-2025 18:00
2159,30108,18-03-2025,09:05:00,17:10:00,hr_user,18-03-2025 17:00
2160,30020,26-02-2025,10:05:00,18:10:00,admin2,26-02-2025 18:00
2161,33345,26-04-2025,09:10:00,17:10:00,admin2,26-04-2025 19:00
2162,31723,10-06-2025,08:30:00,16:30:00,hr_user,10-06-2025 17:00
2163,32168,21-05-2025,09:05:00,17:15:00,hr_user,21-05-2025 17:00
2164,32695,26-03-2025,,,admin1,26-03-2025 18:00
2165,32612,06-04-2025,08:20:00,16:20:00,admin1,06-04-2025 18:00
2166,32956,05-06-2025,09:30:00,17:40:00,hr_user,05-06-2025 19:00
2167,32320,01-02-2025,08:15:00,16:25:00,admin2,01-02-2025 17:00
2168,31413,12-02-2025,09:20:00,17:25:00,admin2,12-02-2025 19:00
2169,33496,04-05-2025,09:15:00,17:20:00,admin1,04-05-2025 18:00
2170,33101,18-06-2025,10:00:00,18:00:00,hr_user,18-06-2025 18:00
2171,33930,24-06-2025,08:10:00,16:20:00,admin1,24-06-2025 18:00
2172,30342,30-05-2025,09:05:00,17:05:00,hr_user,30-05-2025 19:00
2173,32316,23-06-2025,08:30:00,16:45:00,hr_user,23-06-2025 17:00
2174,33837,30-01-2025,08:15:00,16:15:00,admin1,30-01-2025 18:00
2175,33498,30-04-2025,10:15:00,18:20:00,hr_user,30-04-2025 19:00
2176,32085,12-01-2025,08:05:00,16:20:00,hr_user,12-01-2025 19:00
2177,32792,05-01-2025,10:10:00,18:25:00,admin2,05-01-2025 19:00
2178,31626,10-06-2025,09:10:00,17:25:00,admin2,10-06-2025 17:00
2179,31022,10-01-2025,10:20:00,18:35:00,admin1,10-01-2025 17:00
2180,31844,10-02-2025,10:15:00,18:15:00,admin3,10-02-2025 19:00
2181,31753,24-03-2025,10:05:00,18:10:00,admin1,24-03-2025 18:00
2182,33315,08-01-2025,08:10:00,16:10:00,hr_user,08-01-2025 17:00
2183,31262,29-01-2025,,,admin3,29-01-2025 19:00
2184,30656,02-02-2025,08:20:00,16:20:00,admin1,02-02-2025 19:00
2185,30228,30-05-2025,08:20:00,16:20:00,admin3,30-05-2025 19:00
2186,30051,11-01-2025,10:00:00,18:15:00,admin2,11-01-2025 18:00
2187,32345,15-03-2025,10:30:00,18:45:00,admin3,15-03-2025 19:00
2188,33390,19-03-2025,08:30:00,16:30:00,admin3,19-03-2025 17:00
2189,30437,02-02-2025,09:10:00,17:10:00,hr_user,02-02-2025 17:00
2190,31132,21-04-2025,09:30:00,17:30:00,hr_user,21-04-2025 18:00
2191,33955,16-01-2025,09:15:00,17:25:00,hr_user,16-01-2025 19:00
2192,33285,07-03-2025,10:30:00,18:45:00,admin1,07-03-2025 17:00
2193,31220,20-05-2025,08:20:00,16:35:00,admin1,20-05-2025 17:00
2194,32490,26-04-2025,08:00:00,16:05:00,hr_user,26-04-2025 18:00
2195,32521,07-02-2025,10:10:00,18:25:00,admin2,07-02-2025 19:00
2196,33847,02-03-2025,08:20:00,16:25:00,admin2,02-03-2025 17:00
2197,33299,31-05-2025,09:10:00,17:10:00,admin2,31-05-2025 18:00
2198,31044,03-02-2025,10:10:00,18:20:00,hr_user,03-02-2025 18:00
2199,31448,31-01-2025,10:20:00,18:30:00,admin2,31-01-2025 19:00
2200,33262,21-02-2025,09:30:00,17:30:00,admin3,21-02-2025 19:00
2201,33466,29-04-2025,,,admin3,29-04-2025 18:00
2202,31568,26-02-2025,10:10:00,18:15:00,hr_user,26-02-2025 19:00
2203,30455,21-02-2025,08:30:00,16:35:00,admin2,21-02-2025 17:00
2204,30945,20-05-2025,08:10:00,16:25:00,admin1,20-05-2025 19:00
2205,31174,13-01-2025,09:30:00,17:40:00,admin2,13-01-2025 17:00
2206,32056,27-04-2025,08:00:00,16:05:00,admin1,27-04-2025 19:00
2207,30571,14-01-2025,08:15:00,16:30:00,admin3,14-01-2025 19:00
2208,30859,22-04-2025,08:05:00,16:05:00,hr_user,22-04-2025 17:00
2209,31112,02-01-2025,10:05:00,18:15:00,admin2,02-01-2025 19:00
2210,30597,23-04-2025,10:30:00,18:45:00,admin2,23-04-2025 19:00
2211,32188,07-01-2025,,,admin3,07-01-2025 17:00
2212,32083,21-02-2025,08:20:00,16:25:00,admin1,21-02-2025 19:00
2213,33325,07-03-2025,00:00:00,00:00:00,admin1,07-03-2025 17:00
2214,33751,21-04-2025,09:05:00,17:20:00,admin3,21-04-2025 19:00
2215,33199,22-06-2025,10:30:00,18:40:00,admin3,22-06-2025 17:00
2216,31969,30-04-2025,09:00:00,17:10:00,admin3,30-04-2025 18:00
2217,32947,20-06-2025,10:10:00,18:25:00,admin2,20-06-2025 18:00
2218,31912,09-02-2025,09:20:00,17:20:00,hr_user,09-02-2025 19:00
2219,32613,07-02-2025,10:00:00,18:00:00,admin2,07-02-2025 17:00
2220,30438,02-01-2025,00:00:00,00:00:00,admin1,02-01-2025 17:00
2221,30713,07-03-2025,00:00:00,00:00:00,admin1,07-03-2025 19:00
2222,33739,13-05-2025,10:10:00,18:15:00,hr_user,13-05-2025 17:00
2223,31968,15-02-2025,08:05:00,16:05:00,hr_user,15-02-2025 19:00
2224,31849,04-01-2025,09:00:00,17:15:00,admin1,04-01-2025 18:00
2225,30329,13-03-2025,10:05:00,18:20:00,admin2,13-03-2025 17:00
2226,33294,31-01-2025,10:05:00,18:05:00,admin3,31-01-2025 19:00
2227,31841,08-05-2025,09:15:00,17:30:00,admin2,08-05-2025 19:00
2228,33093,31-05-2025,10:20:00,18:25:00,hr_user,31-05-2025 19:00
2229,31312,10-02-2025,08:05:00,16:10:00,admin3,10-02-2025 19:00
2230,30735,19-01-2025,08:05:00,16:05:00,admin1,19-01-2025 18:00
2231,33578,21-01-2025,09:30:00,17:40:00,admin1,21-01-2025 19:00
2232,33925,05-05-2025,09:15:00,17:25:00,hr_user,05-05-2025 19:00
2233,32964,14-01-2025,10:30:00,18:35:00,admin3,14-01-2025 19:00
2234,32013,02-04-2025,,,admin3,02-04-2025 18:00
2235,33081,27-03-2025,09:05:00,17:20:00,hr_user,27-03-2025 19:00
2236,31330,19-02-2025,,,admin2,19-02-2025 18:00
2237,30984,31-01-2025,08:20:00,16:25:00,hr_user,31-01-2025 19:00
2238,32962,16-01-2025,10:30:00,18:40:00,admin1,16-01-2025 19:00
2239,33128,18-05-2025,08:30:00,16:45:00,admin1,18-05-2025 18:00
2240,33226,16-06-2025,08:00:00,16:10:00,hr_user,16-06-2025 19:00
2241,31411,28-12-2024,09:15:00,17:20:00,admin3,28-12-2024 19:00
2242,32034,20-03-2025,08:30:00,16:30:00,hr_user,20-03-2025 18:00
2243,32255,26-04-2025,09:20:00,17:20:00,hr_user,26-04-2025 17:00
2244,30659,14-06-2025,10:05:00,18:15:00,admin3,14-06-2025 17:00
2245,31992,05-03-2025,09:00:00,17:05:00,admin1,05-03-2025 19:00
2246,33932,21-04-2025,09:15:00,17:25:00,hr_user,21-04-2025 17:00
2247,32861,12-04-2025,10:15:00,18:20:00,admin3,12-04-2025 19:00
2248,32746,02-03-2025,10:10:00,18:10:00,admin1,02-03-2025 17:00
2249,33606,05-01-2025,10:20:00,18:20:00,admin1,05-01-2025 17:00
2250,33693,20-04-2025,08:20:00,16:20:00,hr_user,20-04-2025 19:00
2251,32491,24-05-2025,10:20:00,18:35:00,admin1,24-05-2025 19:00
2252,33124,30-04-2025,10:05:00,18:15:00,admin1,30-04-2025 17:00
2253,31660,10-04-2025,09:00:00,17:00:00,hr_user,10-04-2025 17:00
2254,32044,21-01-2025,10:30:00,18:35:00,admin1,21-01-2025 19:00
2255,31065,14-01-2025,,,hr_user,14-01-2025 18:00
2256,33361,25-01-2025,08:20:00,16:25:00,admin1,25-01-2025 17:00
2257,33927,10-06-2025,09:20:00,17:35:00,admin1,10-06-2025 18:00
2258,30620,17-04-2025,09:00:00,17:15:00,admin1,17-04-2025 19:00
2259,31251,25-03-2025,10:00:00,18:00:00,admin2,25-03-2025 19:00
2260,33278,11-03-2025,08:30:00,16:30:00,admin3,11-03-2025 19:00
2261,31347,23-01-2025,09:00:00,17:15:00,hr_user,23-01-2025 18:00
2262,32574,16-04-2025,08:20:00,16:35:00,admin1,16-04-2025 17:00
2263,30835,24-06-2025,08:05:00,16:10:00,admin3,24-06-2025 19:00
2264,31281,11-05-2025,08:20:00,16:25:00,admin3,11-05-2025 18:00
2265,31657,09-01-2025,08:15:00,16:20:00,admin1,09-01-2025 17:00
2266,31677,24-03-2025,10:20:00,18:20:00,hr_user,24-03-2025 19:00
2267,33061,25-06-2025,09:00:00,17:15:00,hr_user,25-06-2025 17:00
2268,30700,09-06-2025,,,hr_user,09-06-2025 18:00
2269,32390,28-12-2024,,,admin2,28-12-2024 18:00
2270,30042,25-04-2025,08:15:00,16:30:00,admin3,25-04-2025 19:00
2271,31581,21-06-2025,10:15:00,18:15:00,admin2,21-06-2025 18:00
2272,32388,29-05-2025,09:05:00,17:05:00,admin3,29-05-2025 17:00
2273,31815,28-04-2025,08:00:00,16:10:00,admin3,28-04-2025 19:00
2274,33186,09-06-2025,08:10:00,16:25:00,admin2,09-06-2025 19:00
2275,32086,20-01-2025,09:10:00,17:20:00,admin1,20-01-2025 18:00
2276,30503,08-05-2025,10:15:00,18:20:00,hr_user,08-05-2025 17:00
2277,32851,02-03-2025,,,admin1,02-03-2025 19:00
2278,32166,31-12-2024,09:05:00,17:20:00,admin1,31-12-2024 18:00
2279,32991,31-03-2025,10:10:00,18:20:00,admin1,31-03-2025 17:00
2280,32254,26-02-2025,10:30:00,18:35:00,admin2,26-02-2025 17:00
2281,31509,13-06-2025,,,admin3,13-06-2025 19:00
2282,30158,31-05-2025,08:00:00,16:00:00,admin1,31-05-2025 18:00
2283,30323,09-03-2025,08:10:00,16:25:00,hr_user,09-03-2025 18:00
2284,33327,12-01-2025,08:30:00,16:45:00,admin3,12-01-2025 18:00
2285,31114,04-03-2025,09:00:00,17:10:00,admin3,04-03-2025 17:00
2286,31332,07-04-2025,09:30:00,17:30:00,admin3,07-04-2025 17:00
2287,30419,30-01-2025,10:20:00,18:25:00,admin2,30-01-2025 18:00
2288,30017,06-03-2025,09:05:00,17:20:00,admin3,06-03-2025 18:00
2289,31189,07-01-2025,09:30:00,17:45:00,hr_user,07-01-2025 18:00
2290,32655,22-04-2025,,,admin2,22-04-2025 18:00
2291,31620,16-02-2025,08:10:00,16:25:00,admin2,16-02-2025 17:00
2292,33986,20-02-2025,09:30:00,17:45:00,admin3,20-02-2025 18:00
2293,31957,12-05-2025,,,admin2,12-05-2025 18:00
2294,32560,10-01-2025,08:20:00,16:20:00,admin2,10-01-2025 19:00
